episode,score,total_score,eval_score
933,105.00,44297.00,123.80
934,114.00,44411.00,123.82
935,121.00,44532.00,123.85
936,111.00,44643.00,123.87
937,136.00,44779.00,123.90
938,111.00,44890.00,123.92
939,109.00,44999.00,123.95
940,116.00,45115.00,123.97
941,105.00,45220.00,123.99
942,124.00,45344.00,124.02
943,104.00,45448.00,124.04
944,105.00,45553.00,124.06
945,106.00,45659.00,124.08
946,109.00,45768.00,124.11
947,105.00,45873.00,124.13
948,115.00,45988.00,124.15
949,101.00,46089.00,124.17
950,100.00,46189.00,124.19
951,107.00,46296.00,124.21
952,99.00,46395.00,124.24
953,115.00,46510.00,124.26
954,121.00,46631.00,124.28
955,115.00,46746.00,124.31
956,109.00,46855.00,124.33
957,108.00,46963.00,124.35
958,98.00,47061.00,124.37
959,119.00,47180.00,124.40
960,111.00,47291.00,124.42
961,101.00,47392.00,124.44
962,112.00,47504.00,124.46
963,124.00,47628.00,124.49
964,118.00,47746.00,124.51
965,115.00,47861.00,124.54
966,100.00,47961.00,124.56
967,110.00,48071.00,124.58
968,113.00,48184.00,124.61
969,103.00,48287.00,124.63
970,110.00,48397.00,124.65
971,111.00,48508.00,124.67
972,125.00,48633.00,124.70
973,130.00,48763.00,124.72
974,111.00,48874.00,124.75
975,132.00,49006.00,124.78
976,118.00,49124.00,124.80
977,133.00,49257.00,124.83
978,170.00,49427.00,124.86
979,144.00,49571.00,124.89
980,155.00,49726.00,124.92
981,183.00,49909.00,124.96
982,133.00,50042.00,124.99
983,184.00,50226.00,125.03
984,143.00,50369.00,125.06
985,191.00,50560.00,125.10
986,166.00,50726.00,125.13
987,169.00,50895.00,125.17
988,147.00,51042.00,125.20
989,142.00,51184.00,125.23
990,161.00,51345.00,125.26
991,187.00,51532.00,125.30
992,166.00,51698.00,125.33
993,167.00,51865.00,125.37
994,151.00,52016.00,125.40
995,164.00,52180.00,125.43
996,384.00,52564.00,125.51
997,197.00,52761.00,125.55
998,139.00,52900.00,125.58
999,131.00,53031.00,125.61
1000,144.00,53175.00,125.64
1001,128.00,53303.00,125.66
1002,131.00,53434.00,125.69
1003,132.00,53566.00,125.72
1004,144.00,53710.00,125.75
1005,147.00,53857.00,125.78
1006,130.00,53987.00,125.81
1007,133.00,54120.00,125.83
1008,139.00,54259.00,125.86
1009,161.00,54420.00,125.90
1010,153.00,54573.00,125.93
1011,163.00,54736.00,125.96
1012,169.00,54905.00,126.00
1013,189.00,55094.00,126.03
1014,209.00,55303.00,126.08
1015,192.00,55495.00,126.12
1016,202.00,55697.00,126.16
1017,199.00,55896.00,126.20
1018,285.00,56181.00,126.26
1019,334.00,56515.00,126.33
1020,188.00,56703.00,126.37
1021,247.00,56950.00,126.42
1022,414.00,57364.00,126.50
1023,207.00,57571.00,126.55
1024,305.00,57876.00,126.61
1025,417.00,58293.00,126.70
1026,229.00,58522.00,126.74
1027,211.00,58733.00,126.79
1028,262.00,58995.00,126.84
1029,244.00,59239.00,126.89
1030,301.00,59540.00,126.95
1031,231.00,59771.00,127.00
1032,90.00,59861.00,127.02
1033,85.00,59946.00,127.04
1034,93.00,60039.00,127.06
1035,51.00,60090.00,127.07
1036,49.00,60139.00,127.08
1037,50.00,60189.00,127.09
1038,40.00,60229.00,127.10
1039,47.00,60276.00,127.11
1040,87.00,60363.00,127.12
1041,59.00,60422.00,127.14
1042,33.00,60455.00,127.14
1043,34.00,60489.00,127.15
1044,27.00,60516.00,127.16
1045,54.00,60570.00,127.17
1046,305.00,60875.00,127.23
1047,152.00,61027.00,127.26
1048,76.00,61103.00,127.28
1049,341.00,61444.00,127.35
1050,256.00,61700.00,127.40
1051,283.00,61983.00,127.46
1052,258.00,62241.00,127.51
1053,133.00,62374.00,127.54
1054,325.00,62699.00,127.61
1055,245.00,62944.00,127.66
1056,157.00,63101.00,127.69
1057,235.00,63336.00,127.74
1058,240.00,63576.00,127.79
1059,235.00,63811.00,127.84
1060,209.00,64020.00,127.88
1061,231.00,64251.00,127.93
1062,214.00,64465.00,127.97
1063,236.00,64701.00,128.02
1064,234.00,64935.00,128.07
1065,231.00,65166.00,128.12
1066,250.00,65416.00,128.17
1067,219.00,65635.00,128.22
1068,251.00,65886.00,128.27
1069,223.00,66109.00,128.31
1070,256.00,66365.00,128.37
1071,277.00,66642.00,128.42
1072,82.00,66724.00,128.44
1073,431.00,67155.00,128.53
1074,338.00,67493.00,128.60
1075,260.00,67753.00,128.65
1076,413.00,68166.00,128.74
1077,326.00,68492.00,128.81
1078,337.00,68829.00,128.88
1079,254.00,69083.00,128.93
1080,318.00,69401.00,128.99
1081,221.00,69622.00,129.04
1082,53.00,69675.00,129.05
1083,374.00,70049.00,129.13
1084,210.00,70259.00,129.17
1085,193.00,70452.00,129.21
1086,208.00,70660.00,129.26
1087,223.00,70883.00,129.30
1088,201.00,71084.00,129.34
1089,196.00,71280.00,129.38
1090,205.00,71485.00,129.43
1091,227.00,71712.00,129.47
1092,260.00,71972.00,129.53
1093,236.00,72208.00,129.58
1094,231.00,72439.00,129.62
1095,229.00,72668.00,129.67
1096,280.00,72948.00,129.73
1097,64.00,73012.00,129.74
1098,289.00,73301.00,129.80
1099,242.00,73543.00,129.85
1100,228.00,73771.00,129.90
1101,289.00,74060.00,129.96
1102,232.00,74292.00,130.01
1103,227.00,74519.00,130.05
1104,241.00,74760.00,130.10
1105,249.00,75009.00,130.15
1106,281.00,75290.00,130.21
1107,289.00,75579.00,130.27
1108,311.00,75890.00,130.34
1109,241.00,76131.00,130.39
1110,280.00,76411.00,130.44
1111,356.00,76767.00,130.52
1112,330.00,77097.00,130.59
1113,414.00,77511.00,130.67
1114,187.00,77698.00,130.71
1115,62.00,77760.00,130.72
1116,264.00,78024.00,130.78
1117,350.00,78374.00,130.85
1118,389.00,78763.00,130.93
1119,382.00,79145.00,131.01
1120,71.00,79216.00,131.03
1121,306.00,79522.00,131.09
1122,355.00,79877.00,131.16
1123,306.00,80183.00,131.23
1124,285.00,80468.00,131.28
1125,288.00,80756.00,131.34
1126,388.00,81144.00,131.42
1127,278.00,81422.00,131.48
1128,304.00,81726.00,131.54
1129,370.00,82096.00,131.62
1130,235.00,82331.00,131.67
1131,334.00,82665.00,131.74
1132,278.00,82943.00,131.80
1133,253.00,83196.00,131.85
1134,279.00,83475.00,131.91
1135,275.00,83750.00,131.96
1136,318.00,84068.00,132.03
1137,319.00,84387.00,132.09
1138,316.00,84703.00,132.16
1139,324.00,85027.00,132.23
1140,343.00,85370.00,132.30
1141,352.00,85722.00,132.37
1142,399.00,86121.00,132.45
1143,388.00,86509.00,132.53
1144,358.00,86867.00,132.61
1145,431.00,87298.00,132.70
1146,416.00,87714.00,132.78
1147,434.00,88148.00,132.87
1148,492.00,88640.00,132.97
1149,335.00,88975.00,133.04
1150,342.00,89317.00,133.11
1151,373.00,89690.00,133.19
1152,366.00,90056.00,133.27
1153,500.00,90556.00,133.37
1154,337.00,90893.00,133.44
1155,417.00,91310.00,133.53
1156,412.00,91722.00,133.61
1157,500.00,92222.00,133.72
1158,472.00,92694.00,133.81
1159,470.00,93164.00,133.91
1160,500.00,93664.00,134.01
1161,500.00,94164.00,134.12
1162,473.00,94637.00,134.22
1163,365.00,95002.00,134.29
1164,433.00,95435.00,134.38
1165,359.00,95794.00,134.45
1166,212.00,96006.00,134.50
1167,351.00,96357.00,134.57
1168,237.00,96594.00,134.62
1169,260.00,96854.00,134.67
1170,161.00,97015.00,134.71
1171,28.00,97043.00,134.71
1172,10.00,97053.00,134.72
1173,9.00,97062.00,134.72
1174,11.00,97073.00,134.72
1175,10.00,97083.00,134.72
1176,10.00,97093.00,134.72
1177,10.00,97103.00,134.73
1178,9.00,97112.00,134.73
1179,9.00,97121.00,134.73
1180,9.00,97130.00,134.73
1181,10.00,97140.00,134.73
1182,10.00,97150.00,134.74
1183,11.00,97161.00,134.74
1184,8.00,97169.00,134.74
1185,10.00,97179.00,134.74
1186,8.00,97187.00,134.74
1187,9.00,97196.00,134.74
1188,8.00,97204.00,134.75
1189,8.00,97212.00,134.75
1190,10.00,97222.00,134.75
1191,10.00,97232.00,134.75
1192,9.00,97241.00,134.75
1193,9.00,97250.00,134.76
1194,9.00,97259.00,134.76
1195,11.00,97270.00,134.76
1196,13.00,97283.00,134.76
1197,10.00,97293.00,134.76
1198,14.00,97307.00,134.77
1199,11.00,97318.00,134.77
1200,12.00,97330.00,134.77
1201,29.00,97359.00,134.78
1202,253.00,97612.00,134.83
1203,371.00,97983.00,134.91
1204,147.00,98130.00,134.94
1205,26.00,98156.00,134.94
1206,26.00,98182.00,134.95
1207,413.00,98595.00,135.03
1208,331.00,98926.00,135.10
1209,331.00,99257.00,135.17
1210,252.00,99509.00,135.22
1211,390.00,99899.00,135.30
1212,294.00,100193.00,135.36
1213,385.00,100578.00,135.44
1214,439.00,101017.00,135.54
1215,458.00,101475.00,135.63
1216,500.00,101975.00,135.73
1217,500.00,102475.00,135.84
1218,500.00,102975.00,135.94
1219,500.00,103475.00,136.04
1220,500.00,103975.00,136.15
1221,500.00,104475.00,136.25
1222,500.00,104975.00,136.35
1223,500.00,105475.00,136.46
1224,500.00,105975.00,136.56
1225,500.00,106475.00,136.66
1226,500.00,106975.00,136.77
1227,500.00,107475.00,136.87
1228,500.00,107975.00,136.97
1229,176.00,108151.00,137.01
1230,500.00,108651.00,137.11
1231,500.00,109151.00,137.22
1232,434.00,109585.00,137.31
1233,408.00,109993.00,137.39
1234,415.00,110408.00,137.48
1235,460.00,110868.00,137.57
1236,500.00,111368.00,137.68
1237,500.00,111868.00,137.78
1238,500.00,112368.00,137.88
1239,170.00,112538.00,137.92
1240,290.00,112828.00,137.98
1241,500.00,113328.00,138.08
1242,446.00,113774.00,138.17
1243,409.00,114183.00,138.26
1244,357.00,114540.00,138.33
1245,319.00,114859.00,138.40
1246,314.00,115173.00,138.46
1247,286.00,115459.00,138.52
1248,278.00,115737.00,138.58
1249,267.00,116004.00,138.64
1250,282.00,116286.00,138.69
1251,336.00,116622.00,138.76
1252,293.00,116915.00,138.82
1253,354.00,117269.00,138.90
1254,397.00,117666.00,138.98
1255,416.00,118082.00,139.07
1256,406.00,118488.00,139.15
1257,413.00,118901.00,139.24
1258,488.00,119389.00,139.34
1259,389.00,119778.00,139.42
1260,397.00,120175.00,139.50
1261,440.00,120615.00,139.59
1262,500.00,121115.00,139.69
1263,442.00,121557.00,139.78
1264,500.00,122057.00,139.89
1265,408.00,122465.00,139.97
1266,377.00,122842.00,140.05
1267,344.00,123186.00,140.12
1268,460.00,123646.00,140.22
1269,434.00,124080.00,140.31
1270,353.00,124433.00,140.38
1271,374.00,124807.00,140.46
1272,406.00,125213.00,140.54
1273,396.00,125609.00,140.62
1274,415.00,126024.00,140.71
1275,363.00,126387.00,140.78
1276,354.00,126741.00,140.86
1277,376.00,127117.00,140.93
1278,342.00,127459.00,141.01
1279,432.00,127891.00,141.10
1280,422.00,128313.00,141.18
1281,253.00,128566.00,141.23
1282,305.00,128871.00,141.30
1283,368.00,129239.00,141.37
1284,330.00,129569.00,141.44
1285,333.00,129902.00,141.51
1286,322.00,130224.00,141.58
1287,287.00,130511.00,141.64
1288,309.00,130820.00,141.70
1289,284.00,131104.00,141.76
1290,268.00,131372.00,141.82
1291,320.00,131692.00,141.88
1292,294.00,131986.00,141.94
1293,289.00,132275.00,142.00
1294,331.00,132606.00,142.07
1295,341.00,132947.00,142.14
1296,500.00,133447.00,142.24
1297,434.00,133881.00,142.33
1298,500.00,134381.00,142.44
1299,189.00,134570.00,142.48
1300,483.00,135053.00,142.58
1301,257.00,135310.00,142.63
1302,220.00,135530.00,142.68
1303,195.00,135725.00,142.72
1304,174.00,135899.00,142.75
1305,154.00,136053.00,142.78
1306,146.00,136199.00,142.81
1307,17.00,136216.00,142.82
1308,123.00,136339.00,142.84
1309,15.00,136354.00,142.85
1310,11.00,136365.00,142.85
1311,16.00,136381.00,142.85
1312,15.00,136396.00,142.85
1313,15.00,136411.00,142.86
1314,16.00,136427.00,142.86
1315,14.00,136441.00,142.86
1316,13.00,136454.00,142.87
1317,12.00,136466.00,142.87
1318,13.00,136479.00,142.87
1319,11.00,136490.00,142.87
1320,14.00,136504.00,142.88
1321,12.00,136516.00,142.88
1322,15.00,136531.00,142.88
1323,9.00,136540.00,142.88
1324,10.00,136550.00,142.89
1325,12.00,136562.00,142.89
1326,13.00,136575.00,142.89
1327,13.00,136588.00,142.89
1328,14.00,136602.00,142.90
1329,12.00,136614.00,142.90
1330,11.00,136625.00,142.90
1331,12.00,136637.00,142.90
1332,15.00,136652.00,142.91
1333,14.00,136666.00,142.91
1334,11.00,136677.00,142.91
1335,11.00,136688.00,142.91
1336,9.00,136697.00,142.92
1337,10.00,136707.00,142.92
1338,11.00,136718.00,142.92
1339,11.00,136729.00,142.92
1340,11.00,136740.00,142.93
1341,12.00,136752.00,142.93
1342,11.00,136763.00,142.93
1343,14.00,136777.00,142.93
1344,14.00,136791.00,142.94
1345,14.00,136805.00,142.94
1346,15.00,136820.00,142.94
1347,12.00,136832.00,142.94
1348,13.00,136845.00,142.95
1349,13.00,136858.00,142.95
1350,13.00,136871.00,142.95
1351,14.00,136885.00,142.96
1352,15.00,136900.00,142.96
1353,14.00,136914.00,142.96
1354,16.00,136930.00,142.97
1355,15.00,136945.00,142.97
1356,11.00,136956.00,142.97
1357,14.00,136970.00,142.97
1358,10.00,136980.00,142.98
1359,12.00,136992.00,142.98
1360,13.00,137005.00,142.98
1361,11.00,137016.00,142.98
1362,12.00,137028.00,142.99
1363,15.00,137043.00,142.99
1364,15.00,137058.00,142.99
1365,14.00,137072.00,142.99
1366,14.00,137086.00,143.00
1367,15.00,137101.00,143.00
1368,12.00,137113.00,143.00
1369,13.00,137126.00,143.01
1370,16.00,137142.00,143.01
1371,16.00,137158.00,143.01
1372,15.00,137173.00,143.02
1373,17.00,137190.00,143.02
1374,14.00,137204.00,143.02
1375,16.00,137220.00,143.03
1376,15.00,137235.00,143.03
1377,16.00,137251.00,143.03
1378,17.00,137268.00,143.03
1379,16.00,137284.00,143.04
1380,14.00,137298.00,143.04
1381,15.00,137313.00,143.04
1382,129.00,137442.00,143.07
1383,18.00,137460.00,143.07
1384,133.00,137593.00,143.10
1385,13.00,137606.00,143.10
1386,17.00,137623.00,143.11
1387,15.00,137638.00,143.11
1388,123.00,137761.00,143.14
1389,15.00,137776.00,143.14
1390,19.00,137795.00,143.14
1391,140.00,137935.00,143.17
1392,159.00,138094.00,143.21
1393,199.00,138293.00,143.25
1394,500.00,138793.00,143.35
1395,457.00,139250.00,143.44
1396,61.00,139311.00,143.46
1397,52.00,139363.00,143.47
1398,52.00,139415.00,143.48
1399,59.00,139474.00,143.49
1400,53.00,139527.00,143.50
1401,89.00,139616.00,143.52
1402,86.00,139702.00,143.54
1403,84.00,139786.00,143.56
1404,94.00,139880.00,143.58
1405,69.00,139949.00,143.59
1406,89.00,140038.00,143.61
1407,97.00,140135.00,143.63
1408,125.00,140260.00,143.65
1409,116.00,140376.00,143.68
1410,77.00,140453.00,143.69
1411,110.00,140563.00,143.72
1412,106.00,140669.00,143.74
1413,89.00,140758.00,143.76
1414,104.00,140862.00,143.78
1415,149.00,141011.00,143.81
1416,132.00,141143.00,143.84
1417,183.00,141326.00,143.87
1418,173.00,141499.00,143.91
1419,150.00,141649.00,143.94
1420,141.00,141790.00,143.97
1421,164.00,141954.00,144.00
1422,179.00,142133.00,144.04
1423,136.00,142269.00,144.07
1424,145.00,142414.00,144.10
1425,154.00,142568.00,144.13
1426,153.00,142721.00,144.16
1427,146.00,142867.00,144.19
1428,123.00,142990.00,144.22
1429,154.00,143144.00,144.25
1430,425.00,143569.00,144.34
1431,10.00,143579.00,144.34
1432,9.00,143588.00,144.34
1433,10.00,143598.00,144.34
1434,11.00,143609.00,144.35
1435,10.00,143619.00,144.35
1436,10.00,143629.00,144.35
1437,10.00,143639.00,144.35
1438,10.00,143649.00,144.36
1439,10.00,143659.00,144.36
1440,11.00,143670.00,144.36
1441,11.00,143681.00,144.36
1442,9.00,143690.00,144.36
1443,11.00,143701.00,144.37
1444,11.00,143712.00,144.37
1445,10.00,143722.00,144.37
1446,10.00,143732.00,144.37
1447,10.00,143742.00,144.37
1448,10.00,143752.00,144.38
1449,11.00,143763.00,144.38
1450,10.00,143773.00,144.38
1451,10.00,143783.00,144.38
1452,215.00,143998.00,144.43
1453,367.00,144365.00,144.50
1454,302.00,144667.00,144.57
1455,125.00,144792.00,144.59
1456,27.00,144819.00,144.60
1457,9.00,144828.00,144.60
1458,15.00,144843.00,144.60
1459,11.00,144854.00,144.60
1460,11.00,144865.00,144.61
1461,10.00,144875.00,144.61
1462,10.00,144885.00,144.61
1463,9.00,144894.00,144.61
1464,9.00,144903.00,144.61
1465,9.00,144912.00,144.62
1466,9.00,144921.00,144.62
1467,10.00,144931.00,144.62
1468,10.00,144941.00,144.62
1469,9.00,144950.00,144.62
1470,9.00,144959.00,144.63
1471,10.00,144969.00,144.63
1472,9.00,144978.00,144.63
1473,9.00,144987.00,144.63
1474,9.00,144996.00,144.63
1475,9.00,145005.00,144.64
1476,10.00,145015.00,144.64
1477,10.00,145025.00,144.64
1478,9.00,145034.00,144.64
1479,10.00,145044.00,144.64
1480,9.00,145053.00,144.65
1481,9.00,145062.00,144.65
1482,9.00,145071.00,144.65
1483,9.00,145080.00,144.65
1484,11.00,145091.00,144.65
1485,12.00,145103.00,144.66
1486,10.00,145113.00,144.66
1487,13.00,145126.00,144.66
1488,11.00,145137.00,144.66
1489,10.00,145147.00,144.66
1490,26.00,145173.00,144.67
1491,10.00,145183.00,144.67
1492,27.00,145210.00,144.68
1493,262.00,145472.00,144.73
1494,28.00,145500.00,144.74
1495,44.00,145544.00,144.75
1496,173.00,145717.00,144.78
1497,500.00,146217.00,144.89
1498,500.00,146717.00,144.99
1499,500.00,147217.00,145.09
1500,500.00,147717.00,145.20
1501,500.00,148217.00,145.30
1502,500.00,148717.00,145.40
1503,500.00,149217.00,145.51
1504,500.00,149717.00,145.61
1505,500.00,150217.00,145.71
1506,500.00,150717.00,145.82
1507,500.00,151217.00,145.92
1508,500.00,151717.00,146.02
1509,419.00,152136.00,146.11
1510,500.00,152636.00,146.21
1511,500.00,153136.00,146.32
1512,500.00,153636.00,146.42
1513,500.00,154136.00,146.52
1514,500.00,154636.00,146.63
1515,500.00,155136.00,146.73
1516,500.00,155636.00,146.83
1517,500.00,156136.00,146.94
1518,500.00,156636.00,147.04
1519,500.00,157136.00,147.15
1520,500.00,157636.00,147.25
1521,500.00,158136.00,147.35
1522,500.00,158636.00,147.46
1523,500.00,159136.00,147.56
1524,500.00,159636.00,147.66
1525,500.00,160136.00,147.77
1526,500.00,160636.00,147.87
1527,500.00,161136.00,147.97
1528,500.00,161636.00,148.08
1529,500.00,162136.00,148.18
1530,500.00,162636.00,148.28
1531,500.00,163136.00,148.39
1532,500.00,163636.00,148.49
1533,500.00,164136.00,148.59
1534,500.00,164636.00,148.70
1535,500.00,165136.00,148.80
1536,500.00,165636.00,148.90
1537,500.00,166136.00,149.01
1538,500.00,166636.00,149.11
1539,500.00,167136.00,149.21
1540,500.00,167636.00,149.32
1541,500.00,168136.00,149.42
1542,500.00,168636.00,149.52
1543,305.00,168941.00,149.59
1544,239.00,169180.00,149.64
1545,204.00,169384.00,149.68
1546,185.00,169569.00,149.72
1547,180.00,169749.00,149.75
1548,152.00,169901.00,149.79
1549,150.00,170051.00,149.82
1550,162.00,170213.00,149.85
1551,161.00,170374.00,149.88
1552,173.00,170547.00,149.92
1553,173.00,170720.00,149.96
1554,163.00,170883.00,149.99
1555,208.00,171091.00,150.03
1556,222.00,171313.00,150.08
1557,244.00,171557.00,150.13
1558,293.00,171850.00,150.19
1559,500.00,172350.00,150.29
1560,266.00,172616.00,150.35
1561,232.00,172848.00,150.40
1562,500.00,173348.00,150.50
1563,500.00,173848.00,150.60
1564,500.00,174348.00,150.71
1565,500.00,174848.00,150.81
1566,500.00,175348.00,150.91
1567,500.00,175848.00,151.02
1568,380.00,176228.00,151.10
1569,215.00,176443.00,151.14
1570,185.00,176628.00,151.18
1571,146.00,176774.00,151.21
1572,90.00,176864.00,151.23
1573,107.00,176971.00,151.25
1574,102.00,177073.00,151.27
1575,119.00,177192.00,151.29
1576,123.00,177315.00,151.32
1577,127.00,177442.00,151.35
1578,136.00,177578.00,151.37
1579,161.00,177739.00,151.41
1580,130.00,177869.00,151.43
1581,500.00,178369.00,151.54
1582,208.00,178577.00,151.58
1583,143.00,178720.00,151.61
1584,104.00,178824.00,151.63
1585,283.00,179107.00,151.69
1586,154.00,179261.00,151.72
1587,200.00,179461.00,151.76
1588,167.00,179628.00,151.80
1589,182.00,179810.00,151.84
1590,96.00,179906.00,151.86
1591,500.00,180406.00,151.96
1592,153.00,180559.00,151.99
1593,282.00,180841.00,152.05
1594,201.00,181042.00,152.09
1595,204.00,181246.00,152.13
1596,500.00,181746.00,152.24
1597,500.00,182246.00,152.34
1598,275.00,182521.00,152.40
1599,247.00,182768.00,152.45
1600,211.00,182979.00,152.49
1601,211.00,183190.00,152.54
1602,500.00,183690.00,152.64
1603,226.00,183916.00,152.69
1604,162.00,184078.00,152.72
1605,209.00,184287.00,152.76
1606,185.00,184472.00,152.80
1607,341.00,184813.00,152.87
1608,500.00,185313.00,152.97
1609,500.00,185813.00,153.08
1610,254.00,186067.00,153.13
1611,277.00,186344.00,153.19
1612,232.00,186576.00,153.24
1613,237.00,186813.00,153.28
1614,360.00,187173.00,153.36
1615,302.00,187475.00,153.42
1616,404.00,187879.00,153.51
1617,453.00,188332.00,153.60
1618,399.00,188731.00,153.68
1619,385.00,189116.00,153.76
1620,500.00,189616.00,153.86
1621,500.00,190116.00,153.97
1622,500.00,190616.00,154.07
1623,500.00,191116.00,154.18
1624,500.00,191616.00,154.28
1625,500.00,192116.00,154.38
1626,500.00,192616.00,154.49
1627,500.00,193116.00,154.59
1628,500.00,193616.00,154.69
1629,500.00,194116.00,154.80
1630,500.00,194616.00,154.90
1631,13.00,194629.00,154.90
1632,11.00,194640.00,154.90
1633,10.00,194650.00,154.91
1634,26.00,194676.00,154.91
1635,9.00,194685.00,154.91
1636,10.00,194695.00,154.92
1637,11.00,194706.00,154.92
1638,10.00,194716.00,154.92
1639,12.00,194728.00,154.92
1640,12.00,194740.00,154.92
1641,11.00,194751.00,154.93
1642,31.00,194782.00,154.93
1643,10.00,194792.00,154.94
1644,10.00,194802.00,154.94
1645,10.00,194812.00,154.94
1646,9.00,194821.00,154.94
1647,9.00,194830.00,154.94
1648,10.00,194840.00,154.95
1649,10.00,194850.00,154.95
1650,9.00,194859.00,154.95
1651,10.00,194869.00,154.95
1652,9.00,194878.00,154.95
1653,8.00,194886.00,154.96
1654,10.00,194896.00,154.96
1655,11.00,194907.00,154.96
1656,10.00,194917.00,154.96
1657,10.00,194927.00,154.96
1658,9.00,194936.00,154.97
1659,9.00,194945.00,154.97
1660,10.00,194955.00,154.97
1661,11.00,194966.00,154.97
1662,9.00,194975.00,154.97
1663,10.00,194985.00,154.98
1664,9.00,194994.00,154.98
1665,10.00,195004.00,154.98
1666,10.00,195014.00,154.98
1667,10.00,195024.00,154.98
1668,10.00,195034.00,154.99
1669,11.00,195045.00,154.99
1670,11.00,195056.00,154.99
1671,11.00,195067.00,154.99
1672,9.00,195076.00,154.99
1673,11.00,195087.00,155.00
1674,12.00,195099.00,155.00
1675,11.00,195110.00,155.00
1676,26.00,195136.00,155.01
1677,26.00,195162.00,155.01
1678,26.00,195188.00,155.02
1679,27.00,195215.00,155.02
1680,26.00,195241.00,155.03
1681,382.00,195623.00,155.11
1682,227.00,195850.00,155.15
1683,13.00,195863.00,155.16
1684,211.00,196074.00,155.20
1685,180.00,196254.00,155.24
1686,189.00,196443.00,155.28
1687,192.00,196635.00,155.32
1688,11.00,196646.00,155.32
1689,182.00,196828.00,155.36
1690,187.00,197015.00,155.40
1691,238.00,197253.00,155.44
1692,256.00,197509.00,155.50
1693,347.00,197856.00,155.57
1694,500.00,198356.00,155.67
1695,385.00,198741.00,155.75
1696,408.00,199149.00,155.84
1697,500.00,199649.00,155.94
1698,430.00,200079.00,156.03
1699,462.00,200541.00,156.12
1700,500.00,201041.00,156.23
1701,497.00,201538.00,156.33
1702,458.00,201996.00,156.43
1703,500.00,202496.00,156.53
1704,478.00,202974.00,156.63
1705,469.00,203443.00,156.73
1706,442.00,203885.00,156.82
1707,472.00,204357.00,156.91
1708,500.00,204857.00,157.02
1709,500.00,205357.00,157.12
1710,500.00,205857.00,157.22
1711,500.00,206357.00,157.33
1712,500.00,206857.00,157.43
1713,500.00,207357.00,157.54
1714,500.00,207857.00,157.64
1715,500.00,208357.00,157.74
1716,500.00,208857.00,157.85
1717,500.00,209357.00,157.95
1718,500.00,209857.00,158.05
1719,500.00,210357.00,158.16
1720,500.00,210857.00,158.26
1721,500.00,211357.00,158.36
1722,500.00,211857.00,158.47
1723,500.00,212357.00,158.57
1724,500.00,212857.00,158.67
1725,500.00,213357.00,158.78
1726,500.00,213857.00,158.88
1727,500.00,214357.00,158.98
1728,500.00,214857.00,159.09
1729,500.00,215357.00,159.19
1730,500.00,215857.00,159.29
1731,500.00,216357.00,159.40
1732,500.00,216857.00,159.50
1733,500.00,217357.00,159.60
1734,500.00,217857.00,159.71
1735,500.00,218357.00,159.81
1736,500.00,218857.00,159.91
1737,500.00,219357.00,160.02
1738,500.00,219857.00,160.12
1739,500.00,220357.00,160.22
1740,500.00,220857.00,160.33
1741,500.00,221357.00,160.43
1742,500.00,221857.00,160.53
1743,500.00,222357.00,160.64
1744,500.00,222857.00,160.74
1745,500.00,223357.00,160.85
1746,500.00,223857.00,160.95
1747,500.00,224357.00,161.05
1748,500.00,224857.00,161.16
1749,500.00,225357.00,161.26
1750,500.00,225857.00,161.36
1751,500.00,226357.00,161.47
1752,500.00,226857.00,161.57
1753,323.00,227180.00,161.64
1754,224.00,227404.00,161.68
1755,208.00,227612.00,161.73
1756,188.00,227800.00,161.76
1757,165.00,227965.00,161.80
1758,160.00,228125.00,161.83
1759,145.00,228270.00,161.86
1760,157.00,228427.00,161.89
1761,198.00,228625.00,161.93
1762,205.00,228830.00,161.98
1763,294.00,229124.00,162.04
1764,500.00,229624.00,162.14
1765,500.00,230124.00,162.25
1766,500.00,230624.00,162.35
1767,500.00,231124.00,162.45
1768,500.00,231624.00,162.56
1769,500.00,232124.00,162.66
1770,500.00,232624.00,162.76
1771,500.00,233124.00,162.87
1772,500.00,233624.00,162.97
1773,500.00,234124.00,163.07
1774,500.00,234624.00,163.18
1775,500.00,235124.00,163.28
1776,500.00,235624.00,163.38
1777,500.00,236124.00,163.49
1778,500.00,236624.00,163.59
1779,500.00,237124.00,163.69
1780,500.00,237624.00,163.80
1781,500.00,238124.00,163.90
1782,500.00,238624.00,164.00
1783,500.00,239124.00,164.11
1784,500.00,239624.00,164.21
1785,500.00,240124.00,164.31
1786,500.00,240624.00,164.42
1787,500.00,241124.00,164.52
1788,500.00,241624.00,164.62
1789,500.00,242124.00,164.73
1790,500.00,242624.00,164.83
1791,500.00,243124.00,164.93
1792,500.00,243624.00,165.04
1793,500.00,244124.00,165.14
1794,500.00,244624.00,165.24
1795,500.00,245124.00,165.35
1796,500.00,245624.00,165.45
1797,500.00,246124.00,165.56
1798,500.00,246624.00,165.66
1799,500.00,247124.00,165.76
1800,500.00,247624.00,165.87
1801,500.00,248124.00,165.97
1802,500.00,248624.00,166.07
1803,500.00,249124.00,166.18
1804,500.00,249624.00,166.28
1805,500.00,250124.00,166.38
1806,500.00,250624.00,166.49
1807,500.00,251124.00,166.59
1808,500.00,251624.00,166.69
1809,500.00,252124.00,166.80
1810,275.00,252399.00,166.85
