episode,score,total_score,eval_score,d2qn_score,d2qn_total_score,d2qn_eval_score
,,,,151,74911,130.13
,,,,132,75043,130.16
,,,,136,75179,130.19
,,,,129,75308,130.22
,,,,141,75449,130.25
,,,,155,75604,130.28
,,,,132,75736,130.31
,,,,162,75898,130.34
,,,,150,76048,130.37
,,,,129,76177,130.4
,,,,188,76365,130.44
,,,,131,76496,130.46
,,,,147,76643,130.49
,,,,159,76802,130.53
,,,,136,76938,130.55
,,,,147,77085,130.58
,,,,130,77215,130.61
,,,,173,77388,130.65
,,,,174,77562,130.68
,,,,187,77749,130.72
,,,,171,77920,130.76
,,,,149,78069,130.79
,,,,151,78220,130.82
,,,,147,78367,130.85
,,,,177,78544,130.89
,,,,164,78708,130.92
,,,,157,78865,130.95
,,,,163,79028,130.99
,,,,177,79205,131.02
,,,,157,79362,131.06
,,,,163,79525,131.09
,,,,168,79693,131.12
,,,,174,79867,131.16
,,,,151,80018,131.19
,,,,157,80175,131.22
,,,,162,80337,131.26
,,,,153,80490,131.29
,,,,140,80630,131.32
,,,,191,80821,131.36
,,,,158,80979,131.39
,,,,148,81127,131.42
,,,,137,81264,131.45
,,,,147,81411,131.48
,,,,214,81625,131.52
,,,,139,81764,131.55
,,,,160,81924,131.59
,,,,424,82348,131.67
,,,,500,82848,131.78
,,,,156,83004,131.81
,,,,313,83317,131.87
,,,,227,83544,131.92
,,,,279,83823,131.98
,,,,167,83990,132.01
,,,,500,84490,132.12
,,,,268,84758,132.17
,,,,255,85013,132.22
,,,,148,85161,132.26
,,,,155,85316,132.29
,,,,159,85475,132.32
,,,,170,85645,132.36
,,,,160,85805,132.39
,,,,158,85963,132.42
,,,,199,86162,132.46
,,,,199,86361,132.5
,,,,194,86555,132.54
,,,,235,86790,132.59
,,,,443,87233,132.68
,,,,500,87733,132.79
,,,,197,87930,132.83
,,,,275,88205,132.88
,,,,162,88367,132.92
,,,,500,88867,133.02
,,,,241,89108,133.07
,,,,291,89399,133.13
,,,,364,89763,133.21
,,,,500,90263,133.31
,,,,500,90763,133.41
,,,,405,91168,133.5
,,,,208,91376,133.54
,,,,183,91559,133.58
,,,,141,91700,133.61
,,,,297,91997,133.67
,,,,500,92497,133.77
,,,,146,92643,133.8
,,,,154,92797,133.83
,,,,134,92931,133.86
,,,,365,93296,133.94
,,,,279,93575,134
,,,,158,93733,134.03
,,,,500,94233,134.13
,,,,124,94357,134.16
,,,,139,94496,134.19
,,,,205,94701,134.23
,,,,113,94814,134.25
,,,,128,94942,134.28
,,,,229,95171,134.33
,,,,180,95351,134.36
,,,,190,95541,134.4
,,,,143,95684,134.43
,,,,331,96015,134.5
,,,,261,96276,134.55
,,,,278,96554,134.61
,,,,257,96811,134.67
,,,,237,97048,134.71
,,,,231,97279,134.76
,,,,185,97464,134.8
,,,,350,97814,134.87
,,,,266,98080,134.93
,,,,404,98484,135.01
,,,,500,98984,135.11
,,,,403,99387,135.2
,,,,500,99887,135.3
,,,,500,100387,135.4
,,,,500,100887,135.51
,,,,483,101370,135.61
,,,,500,101870,135.71
,,,,223,102093,135.76
,,,,338,102431,135.83
,,,,361,102792,135.9
,,,,221,103013,135.95
,,,,270,103283,136
,,,,231,103514,136.05
,,,,246,103760,136.1
,,,,252,104012,136.15
,,,,444,104456,136.25
,,,,265,104721,136.3
,,,,203,104924,136.34
,,,,149,105073,136.37
,,,,168,105241,136.41
,,,,145,105386,136.44
,,,,186,105572,136.48
,,,,348,105920,136.55
,,,,197,106117,136.59
,,,,197,106314,136.63
,,,,173,106487,136.67
,,,,240,106727,136.72
,,,,150,106877,136.75
,,,,163,107040,136.78
,,,,444,107484,136.87
,,,,128,107612,136.9
,,,,140,107752,136.93
,,,,117,107869,136.95
,,,,128,107997,136.98
,,,,125,108122,137.01
,,,,139,108261,137.03
,,,,103,108364,137.06
,,,,115,108479,137.08
,,,,71,108550,137.09
,,,,77,108627,137.11
,,,,63,108690,137.12
,,,,85,108775,137.14
,,,,79,108854,137.16
,,,,76,108930,137.17
,,,,79,109009,137.19
,,,,77,109086,137.2
,,,,48,109134,137.21
,,,,63,109197,137.23
,,,,54,109251,137.24
,,,,65,109316,137.25
,,,,62,109378,137.27
,,,,44,109422,137.27
,,,,55,109477,137.29
,,,,52,109529,137.3
,,,,56,109585,137.31
,,,,67,109652,137.32
,,,,63,109715,137.33
,,,,53,109768,137.35
,,,,49,109817,137.36
,,,,38,109855,137.36
,,,,37,109892,137.37
,,,,38,109930,137.38
,,,,52,109982,137.39
,,,,74,110056,137.41
,,,,82,110138,137.42
,,,,74,110212,137.44
,,,,64,110276,137.45
,,,,74,110350,137.47
,,,,73,110423,137.48
,,,,92,110515,137.5
,,,,68,110583,137.51
,,,,82,110665,137.53
,,,,52,110717,137.54
,,,,99,110816,137.56
,,,,65,110881,137.58
,,,,79,110960,137.59
,,,,88,111048,137.61
,,,,106,111154,137.63
,,,,214,111368,137.68
,,,,89,111457,137.7
,,,,131,111588,137.72
,,,,500,112088,137.83
,,,,269,112357,137.88
,,,,103,112460,137.9
,,,,108,112568,137.92
,,,,283,112851,137.98
,,,,198,113049,138.02
,,,,102,113151,138.05
,,,,106,113257,138.07
,,,,442,113699,138.16
,,,,170,113869,138.19
,,,,117,113986,138.22
,,,,500,114486,138.32
,,,,178,114664,138.36
,,,,469,115133,138.46
,,,,500,115633,138.56
,,,,284,115917,138.62
,,,,191,116108,138.66
,,,,364,116472,138.73
,,,,423,116895,138.82
,,,,411,117306,138.91
,,,,258,117564,138.96
,,,,226,117790,139.01
,,,,380,118170,139.08
,,,,489,118659,139.19
,,,,174,118833,139.22
,,,,242,119075,139.27
,,,,187,119262,139.31
,,,,293,119555,139.37
,,,,364,119919,139.45
,,,,335,120254,139.52
,,,,248,120502,139.57
,,,,214,120716,139.61
,,,,500,121216,139.71
,,,,479,121695,139.81
,,,,500,122195,139.92
,,,,249,122444,139.97
,,,,500,122944,140.07
,,,,282,123226,140.13
,,,,500,123726,140.23
,,,,215,123941,140.28
,,,,461,124402,140.37
,,,,493,124895,140.48
,,,,429,125324,140.56
,,,,257,125581,140.62
,,,,412,125993,140.7
,,,,485,126478,140.8
,,,,500,126978,140.91
,,,,500,127478,141.01
,,,,424,127902,141.1
,,,,352,128254,141.17
,,,,220,128474,141.22
,,,,258,128732,141.27
,,,,207,128939,141.31
,,,,184,129123,141.35
,,,,176,129299,141.39
,,,,171,129470,141.42
,,,,143,129613,141.45
,,,,111,129724,141.47
,,,,85,129809,141.49
,,,,95,129904,141.51
,,,,93,129997,141.53
,,,,88,130085,141.55
,,,,99,130184,141.57
,,,,96,130280,141.59
,,,,107,130387,141.61
,,,,155,130542,141.64
,,,,157,130699,141.68
,,,,142,130841,141.71
,,,,257,131098,141.76
,,,,169,131267,141.79
,,,,232,131499,141.84
,,,,172,131671,141.88
,,,,167,131838,141.91
,,,,163,132001,141.95
,,,,137,132138,141.97
,,,,137,132275,142
,,,,156,132431,142.03
,,,,124,132555,142.06
,,,,126,132681,142.09
,,,,149,132830,142.12
,,,,174,133004,142.15
,,,,113,133117,142.18
,,,,153,133270,142.21
,,,,112,133382,142.23
,,,,253,133635,142.28
,,,,354,133989,142.36
,,,,243,134232,142.41
,,,,347,134579,142.48
,,,,229,134808,142.53
,,,,309,135117,142.59
,,,,295,135412,142.65
,,,,356,135768,142.72
,,,,176,135944,142.76
,,,,165,136109,142.8
,,,,279,136388,142.85
,,,,223,136611,142.9
,,,,271,136882,142.96
,,,,179,137061,142.99
,,,,226,137287,143.04
,,,,219,137506,143.08
,,,,366,137872,143.16
,,,,248,138120,143.21
,,,,221,138341,143.26
,,,,301,138642,143.32
,,,,232,138874,143.37
,,,,152,139026,143.4
,,,,146,139172,143.43
,,,,142,139314,143.46
,,,,153,139467,143.49
,,,,127,139594,143.52
,,,,118,139712,143.54
,,,,131,139843,143.57
,,,,130,139973,143.59
,,,,114,140087,143.62
,,,,107,140194,143.64
,,,,111,140305,143.66
,,,,101,140406,143.68
,,,,114,140520,143.71
,,,,125,140645,143.73
,,,,114,140759,143.76
,,,,114,140873,143.78
,,,,122,140995,143.81
,,,,114,141109,143.83
,,,,110,141219,143.85
,,,,114,141333,143.88
,,,,121,141454,143.9
,,,,112,141566,143.92
,,,,108,141674,143.95
,,,,109,141783,143.97
,,,,129,141912,144
,,,,121,142033,144.02
,,,,120,142153,144.05
,,,,117,142270,144.07
,,,,144,142414,144.1
,,,,121,142535,144.12
,,,,126,142661,144.15
,,,,150,142811,144.18
,,,,138,142949,144.21
,,,,159,143108,144.24
,,,,171,143279,144.28
,,,,170,143449,144.31
,,,,261,143710,144.37
,,,,500,144210,144.47
,,,,365,144575,144.55
,,,,234,144809,144.6
,,,,378,145187,144.67
,,,,295,145482,144.73
,,,,300,145782,144.8
,,,,500,146282,144.9
,,,,500,146782,145
,,,,423,147205,145.09
,,,,410,147615,145.18
,,,,483,148098,145.28
,,,,500,148598,145.38
,,,,298,148896,145.44
,,,,295,149191,145.5
,,,,255,149446,145.55
,,,,365,149811,145.63
,,,,293,150104,145.69
,,,,330,150434,145.76
,,,,500,150934,145.86
,,,,495,151429,145.96
,,,,296,151725,146.03
,,,,404,152129,146.11
,,,,388,152517,146.19
,,,,295,152812,146.25
,,,,299,153111,146.31
,,,,272,153383,146.37
,,,,247,153630,146.42
,,,,208,153838,146.46
,,,,178,154016,146.5
,,,,194,154210,146.54
,,,,159,154369,146.57
,,,,155,154524,146.6
,,,,142,154666,146.63
,,,,136,154802,146.66
,,,,131,154933,146.69
,,,,116,155049,146.71
,,,,100,155149,146.73
,,,,90,155239,146.75
,,,,89,155328,146.77
,,,,104,155432,146.79
,,,,119,155551,146.82
,,,,124,155675,146.84
,,,,124,155799,146.87
,,,,131,155930,146.9
,,,,109,156039,146.92
,,,,111,156150,146.94
,,,,125,156275,146.97
,,,,137,156412,147
,,,,124,156536,147.02
,,,,108,156644,147.04
,,,,117,156761,147.07
,,,,116,156877,147.09
,,,,128,157005,147.12
,,,,104,157109,147.14
,,,,106,157215,147.16
,,,,108,157323,147.18
,,,,114,157437,147.21
,,,,104,157541,147.23
,,,,121,157662,147.25
,,,,122,157784,147.28
,,,,118,157902,147.3
,,,,107,158009,147.33
,,,,114,158123,147.35
,,,,105,158228,147.37
,,,,104,158332,147.39
,,,,107,158439,147.41
,,,,108,158547,147.44
,,,,106,158653,147.46
,,,,104,158757,147.48
,,,,108,158865,147.5
,,,,15,158880,147.51
,,,,16,158896,147.51
,,,,95,158991,147.53
,,,,98,159089,147.55
,,,,98,159187,147.57
,,,,15,159202,147.57
,,,,16,159218,147.58
,,,,18,159236,147.58
,,,,12,159248,147.58
,,,,12,159260,147.58
,,,,10,159270,147.59
,,,,10,159280,147.59
,,,,11,159291,147.59
,,,,10,159301,147.59
,,,,11,159312,147.6
,,,,10,159322,147.6
,,,,8,159330,147.6
,,,,10,159340,147.6
,,,,10,159350,147.6
,,,,10,159360,147.61
,,,,10,159370,147.61
,,,,12,159382,147.61
,,,,9,159391,147.61
,,,,10,159401,147.61
,,,,10,159411,147.62
,,,,10,159421,147.62
,,,,9,159430,147.62
,,,,10,159440,147.62
,,,,9,159449,147.62
,,,,10,159459,147.63
,,,,9,159468,147.63
,,,,8,159476,147.63
,,,,9,159485,147.63
,,,,10,159495,147.63
,,,,8,159503,147.63
,,,,9,159512,147.64
,,,,10,159522,147.64
,,,,10,159532,147.64
,,,,10,159542,147.64
,,,,9,159551,147.64
,,,,9,159560,147.65
,,,,10,159570,147.65
,,,,10,159580,147.65
,,,,10,159590,147.65
,,,,10,159600,147.66
,,,,11,159611,147.66
,,,,10,159621,147.66
,,,,10,159631,147.66
,,,,8,159639,147.66
,,,,9,159648,147.66
,,,,9,159657,147.67
,,,,12,159669,147.67
,,,,10,159679,147.67
,,,,9,159688,147.67
,,,,10,159698,147.68
,,,,9,159707,147.68
,,,,10,159717,147.68
,,,,9,159726,147.68
,,,,9,159735,147.68
,,,,11,159746,147.69
,,,,9,159755,147.69
,,,,12,159767,147.69
,,,,8,159775,147.69
,,,,9,159784,147.69
,,,,9,159793,147.69
,,,,9,159802,147.7
,,,,10,159812,147.7
,,,,10,159822,147.7
,,,,10,159832,147.7
,,,,10,159842,147.71
,,,,11,159853,147.71
,,,,9,159862,147.71
,,,,9,159871,147.71
,,,,9,159880,147.71
,,,,10,159890,147.72
,,,,10,159900,147.72
,,,,10,159910,147.72
,,,,9,159919,147.72
,,,,10,159929,147.72
,,,,9,159938,147.72
,,,,10,159948,147.73
,,,,9,159957,147.73
,,,,8,159965,147.73
,,,,10,159975,147.73
,,,,8,159983,147.73
,,,,9,159992,147.74
,,,,8,160000,147.74
,,,,10,160010,147.74
,,,,8,160018,147.74
,,,,10,160028,147.74
,,,,9,160037,147.75
,,,,11,160048,147.75
,,,,9,160057,147.75
,,,,9,160066,147.75
,,,,10,160076,147.75
,,,,9,160085,147.76
,,,,8,160093,147.76
,,,,11,160104,147.76
,,,,10,160114,147.76
,,,,9,160123,147.76
,,,,11,160134,147.77
,,,,10,160144,147.77
,,,,10,160154,147.77
,,,,10,160164,147.77
,,,,9,160173,147.77
,,,,12,160185,147.78
,,,,8,160193,147.78
,,,,10,160203,147.78
,,,,9,160212,147.78
,,,,9,160221,147.78
,,,,8,160229,147.79
,,,,10,160239,147.79
,,,,10,160249,147.79
,,,,10,160259,147.79
,,,,13,160272,147.79
,,,,9,160281,147.8
,,,,10,160291,147.8
,,,,8,160299,147.8
,,,,10,160309,147.8
,,,,10,160319,147.8
,,,,9,160328,147.81
,,,,9,160337,147.81
,,,,11,160348,147.81
,,,,9,160357,147.81
,,,,9,160366,147.81
,,,,10,160376,147.82
,,,,10,160386,147.82
,,,,11,160397,147.82
,,,,11,160408,147.82
,,,,10,160418,147.82
,,,,9,160427,147.83
,,,,11,160438,147.83
,,,,9,160447,147.83
,,,,10,160457,147.83
,,,,11,160468,147.83
,,,,9,160477,147.84
,,,,8,160485,147.84
,,,,8,160493,147.84
,,,,9,160502,147.84
,,,,8,160510,147.84
,,,,9,160519,147.85
,,,,10,160529,147.85
,,,,9,160538,147.85
,,,,13,160551,147.85
,,,,14,160565,147.85
,,,,18,160583,147.86
,,,,20,160603,147.86
,,,,141,160744,147.89
,,,,372,161116,147.97
,,,,11,161127,147.97
,,,,10,161137,147.97
,,,,10,161147,147.98
,,,,11,161158,147.98
,,,,11,161169,147.98
,,,,11,161180,147.98
,,,,11,161191,147.98
,,,,10,161201,147.99
,,,,9,161210,147.99
,,,,10,161220,147.99
,,,,10,161230,147.99
,,,,9,161239,147.99
,,,,8,161247,148
,,,,10,161257,148
,,,,10,161267,148
,,,,10,161277,148
,,,,9,161286,148
,,,,10,161296,148.01
,,,,10,161306,148.01
,,,,10,161316,148.01
,,,,10,161326,148.01
,,,,9,161335,148.01
,,,,10,161345,148.02
,,,,9,161354,148.02
,,,,10,161364,148.02
,,,,10,161374,148.02
,,,,9,161383,148.02
,,,,9,161392,148.03
,,,,9,161401,148.03
,,,,8,161409,148.03
,,,,8,161417,148.03
,,,,9,161426,148.03
,,,,10,161436,148.03
,,,,9,161445,148.04
,,,,10,161455,148.04
,,,,9,161464,148.04
,,,,9,161473,148.04
,,,,10,161483,148.04
,,,,13,161496,148.05
,,,,11,161507,148.05
,,,,10,161517,148.05
,,,,9,161526,148.05
,,,,10,161536,148.06
,,,,9,161545,148.06
,,,,9,161554,148.06
,,,,9,161563,148.06
,,,,8,161571,148.06
,,,,8,161579,148.06
,,,,10,161589,148.07
,,,,10,161599,148.07
,,,,8,161607,148.07
,,,,11,161618,148.07
,,,,11,161629,148.07
,,,,9,161638,148.08
,,,,10,161648,148.08
,,,,10,161658,148.08
,,,,12,161670,148.08
,,,,9,161679,148.09
,,,,11,161690,148.09
,,,,11,161701,148.09
,,,,10,161711,148.09
,,,,11,161722,148.09
,,,,11,161733,148.1
,,,,11,161744,148.1
,,,,10,161754,148.1
,,,,10,161764,148.1
,,,,10,161774,148.1
,,,,10,161784,148.11
,,,,9,161793,148.11
,,,,10,161803,148.11
,,,,10,161813,148.11
,,,,11,161824,148.12
,,,,11,161835,148.12
,,,,15,161850,148.12
,,,,14,161864,148.12
,,,,16,161880,148.13
,,,,16,161896,148.13
,,,,19,161915,148.13
,,,,15,161930,148.14
,,,,12,161942,148.14
,,,,17,161959,148.14
,,,,16,161975,148.15
,,,,17,161992,148.15
,,,,16,162008,148.15
,,,,16,162024,148.16
,,,,12,162036,148.16
,,,,15,162051,148.16
,,,,13,162064,148.16
,,,,17,162081,148.17
,,,,16,162097,148.17
,,,,13,162110,148.17
,,,,17,162127,148.18
,,,,16,162143,148.18
,,,,20,162163,148.19
,,,,81,162244,148.2
,,,,86,162330,148.22
,,,,82,162412,148.24
,,,,94,162506,148.26
,,,,139,162645,148.28
,,,,131,162776,148.31
,,,,184,162960,148.35
,,,,117,163077,148.37
,,,,120,163197,148.4
,,,,134,163331,148.43
,,,,133,163464,148.45
,,,,130,163594,148.48
,,,,114,163708,148.5
,,,,151,163859,148.54
,,,,174,164033,148.57
,,,,216,164249,148.62
,,,,363,164612,148.69
,,,,141,164753,148.72
,,,,125,164878,148.75
,,,,125,165003,148.77
,,,,123,165126,148.8
,,,,161,165287,148.83
,,,,181,165468,148.87
,,,,159,165627,148.9
,,,,129,165756,148.93
,,,,130,165886,148.96
,,,,153,166039,148.99
,,,,130,166169,149.01
,,,,191,166360,149.05
,,,,180,166540,149.09
,,,,159,166699,149.12
,,,,177,166876,149.16
,,,,170,167046,149.2
,,,,148,167194,149.23
,,,,137,167331,149.25
,,,,115,167446,149.28
,,,,142,167588,149.31
,,,,220,167808,149.35
,,,,150,167958,149.38
,,,,137,168095,149.41
,,,,127,168222,149.44
,,,,221,168443,149.48
,,,,117,168560,149.51
,,,,158,168718,149.54
,,,,245,168963,149.59
,,,,117,169080,149.62
,,,,200,169280,149.66
,,,,160,169440,149.69
,,,,136,169576,149.72
,,,,130,169706,149.75
,,,,428,170134,149.83
,,,,119,170253,149.86
,,,,160,170413,149.89
,,,,174,170587,149.93
,,,,225,170812,149.97
,,,,136,170948,150
,,,,135,171083,150.03
,,,,192,171275,150.07
,,,,203,171478,150.11
,,,,181,171659,150.15
,,,,452,172111,150.24
,,,,254,172365,150.3
,,,,218,172583,150.34
,,,,117,172700,150.37
,,,,146,172846,150.4
,,,,215,173061,150.44
,,,,208,173269,150.48
,,,,176,173445,150.52
,,,,147,173592,150.55
,,,,141,173733,150.58
,,,,306,174039,150.64
,,,,135,174174,150.67
,,,,211,174385,150.71
,,,,203,174588,150.76
,,,,123,174711,150.78
,,,,142,174853,150.81
,,,,172,175025,150.85
,,,,146,175171,150.88
,,,,197,175368,150.92
,,,,149,175517,150.95
,,,,125,175642,150.97
,,,,123,175765,151
,,,,260,176025,151.05
,,,,170,176195,151.09
,,,,361,176556,151.16
,,,,250,176806,151.21
,,,,137,176943,151.24
,,,,189,177132,151.28
,,,,247,177379,151.33
,,,,166,177545,151.37
,,,,136,177681,151.4
,,,,179,177860,151.43
,,,,168,178028,151.47
,,,,170,178198,151.5
,,,,152,178350,151.53
,,,,210,178560,151.58
,,,,163,178723,151.61
,,,,317,179040,151.68
,,,,149,179189,151.71
,,,,416,179605,151.79
,,,,500,180105,151.9
,,,,168,180273,151.93
,,,,338,180611,152
,,,,181,180792,152.04
,,,,139,180931,152.07
,,,,260,181191,152.12
,,,,314,181505,152.19
,,,,410,181915,152.27
,,,,154,182069,152.3
,,,,158,182227,152.34
,,,,140,182367,152.37
,,,,199,182566,152.41
,,,,179,182745,152.44
,,,,224,182969,152.49
,,,,500,183469,152.59
,,,,185,183654,152.63
,,,,135,183789,152.66
,,,,323,184112,152.73
,,,,171,184283,152.76
,,,,285,184568,152.82
,,,,393,184961,152.9
,,,,176,185137,152.94
,,,,372,185509,153.02
,,,,173,185682,153.05
,,,,266,185948,153.11
,,,,191,186139,153.15
,,,,399,186538,153.23
,,,,141,186679,153.26
,,,,347,187026,153.33
,,,,226,187252,153.38
,,,,500,187752,153.48
,,,,209,187961,153.52
,,,,207,188168,153.57
,,,,500,188668,153.67
,,,,112,188780,153.69
,,,,154,188934,153.72
,,,,147,189081,153.75
,,,,161,189242,153.79
,,,,165,189407,153.82
,,,,347,189754,153.89
,,,,500,190254,154
,,,,271,190525,154.05
,,,,491,191016,154.15
,,,,257,191273,154.21
,,,,403,191676,154.29
,,,,245,191921,154.34
,,,,500,192421,154.45
,,,,275,192696,154.5
,,,,466,193162,154.6
,,,,251,193413,154.65
,,,,238,193651,154.7
,,,,168,193819,154.73
,,,,175,193994,154.77
,,,,144,194138,154.8
,,,,152,194290,154.83
,,,,138,194428,154.86
,,,,149,194577,154.89
,,,,124,194701,154.92
,,,,132,194833,154.94
,,,,142,194975,154.97
,,,,135,195110,155
,,,,127,195237,155.03
,,,,142,195379,155.06
,,,,137,195516,155.09
,,,,138,195654,155.11
,,,,129,195783,155.14
,,,,142,195925,155.17
,,,,116,196041,155.19
,,,,136,196177,155.22
,,,,127,196304,155.25
,,,,148,196452,155.28
,,,,140,196592,155.31
,,,,135,196727,155.34
,,,,133,196860,155.36
,,,,150,197010,155.39
,,,,122,197132,155.42
,,,,132,197264,155.45
,,,,129,197393,155.47
,,,,114,197507,155.5
,,,,127,197634,155.52
,,,,124,197758,155.55
,,,,118,197876,155.57
,,,,130,198006,155.6
,,,,123,198129,155.63
,,,,130,198259,155.65
,,,,131,198390,155.68
,,,,114,198504,155.7
,,,,133,198637,155.73
,,,,122,198759,155.76
,,,,120,198879,155.78
,,,,126,199005,155.81
,,,,118,199123,155.83
,,,,115,199238,155.86
,,,,112,199350,155.88
,,,,121,199471,155.9
,,,,110,199581,155.93
,,,,106,199687,155.95
,,,,112,199799,155.97
,,,,106,199905,155.99
,,,,105,200010,156.02
,,,,119,200129,156.04
,,,,108,200237,156.06
,,,,119,200356,156.09
,,,,114,200470,156.11
,,,,113,200583,156.13
,,,,114,200697,156.16
,,,,119,200816,156.18
,,,,130,200946,156.21
,,,,110,201056,156.23
,,,,116,201172,156.26
,,,,134,201306,156.28
,,,,112,201418,156.31
,,,,132,201550,156.33
,,,,127,201677,156.36
,,,,126,201803,156.39
,,,,129,201932,156.41
,,,,164,202096,156.45
,,,,143,202239,156.48
,,,,138,202377,156.5
,,,,161,202538,156.54
,,,,154,202692,156.57
,,,,137,202829,156.6
,,,,142,202971,156.63
,,,,136,203107,156.66
,,,,124,203231,156.68
,,,,122,203353,156.71
,,,,111,203464,156.73
,,,,132,203596,156.76
,,,,109,203705,156.78
,,,,112,203817,156.8
,,,,106,203923,156.82
,,,,112,204035,156.85
,,,,104,204139,156.87
,,,,96,204235,156.89
,,,,97,204332,156.91
,,,,108,204440,156.93
,,,,92,204532,156.95
,,,,112,204644,156.97
,,,,101,204745,156.99
,,,,113,204858,157.02
,,,,103,204961,157.04
,,,,110,205071,157.06
,,,,99,205170,157.08
,,,,99,205269,157.1
,,,,108,205377,157.13
,,,,106,205483,157.15
,,,,107,205590,157.17
,,,,95,205685,157.19
,,,,105,205790,157.21
,,,,103,205893,157.23
,,,,104,205997,157.25
,,,,104,206101,157.28
,,,,94,206195,157.29
,,,,100,206295,157.32
,,,,107,206402,157.34
,,,,100,206502,157.36
,,,,100,206602,157.38
,,,,104,206706,157.4
,,,,97,206803,157.42
,,,,92,206895,157.44
,,,,96,206991,157.46
,,,,103,207094,157.48
,,,,93,207187,157.5
,,,,93,207280,157.52
,,,,90,207370,157.54
,,,,97,207467,157.56
,,,,98,207565,157.58
,,,,95,207660,157.6
,,,,93,207753,157.62
,,,,40,207793,157.63
,,,,97,207890,157.65
,,,,27,207917,157.65
,,,,24,207941,157.66
,,,,24,207965,157.66
,,,,21,207986,157.67
,,,,23,208009,157.67
,,,,20,208029,157.67
,,,,17,208046,157.68
,,,,16,208062,157.68
,,,,13,208075,157.68
,,,,13,208088,157.69
,,,,17,208105,157.69
,,,,16,208121,157.69
,,,,14,208135,157.7
,,,,14,208149,157.7
,,,,12,208161,157.7
,,,,12,208173,157.7
,,,,12,208185,157.71
,,,,13,208198,157.71
,,,,16,208214,157.71
,,,,19,208233,157.72
,,,,19,208252,157.72
,,,,22,208274,157.72
,,,,17,208291,157.73
,,,,16,208307,157.73
,,,,16,208323,157.73
,,,,16,208339,157.74
,,,,15,208354,157.74
,,,,11,208365,157.74
,,,,14,208379,157.75
,,,,16,208395,157.75
,,,,14,208409,157.75
,,,,14,208423,157.76
,,,,14,208437,157.76
,,,,18,208455,157.76
,,,,15,208470,157.77
,,,,17,208487,157.77
,,,,13,208500,157.77
,,,,14,208514,157.77
,,,,13,208527,157.78
,,,,11,208538,157.78
,,,,14,208552,157.78
,,,,16,208568,157.79
,,,,13,208581,157.79
,,,,15,208596,157.79
,,,,15,208611,157.79
,,,,14,208625,157.8
,,,,15,208640,157.8
,,,,14,208654,157.8
,,,,15,208669,157.81
,,,,13,208682,157.81
,,,,14,208696,157.81
,,,,10,208706,157.81
,,,,13,208719,157.82
,,,,14,208733,157.82
,,,,13,208746,157.82
,,,,13,208759,157.83
,,,,15,208774,157.83
,,,,14,208788,157.83
,,,,15,208803,157.83
,,,,13,208816,157.84
,,,,13,208829,157.84
,,,,13,208842,157.84
,,,,13,208855,157.84
,,,,13,208868,157.85
,,,,10,208878,157.85
,,,,10,208888,157.85
,,,,13,208901,157.85
,,,,12,208913,157.86
,,,,11,208924,157.86
,,,,11,208935,157.86
,,,,9,208944,157.86
,,,,10,208954,157.87
,,,,10,208964,157.87
,,,,11,208975,157.87
,,,,12,208987,157.87
,,,,11,208998,157.87
,,,,10,209008,157.88
,,,,10,209018,157.88
,,,,11,209029,157.88
,,,,11,209040,157.88
,,,,12,209052,157.89
,,,,11,209063,157.89
,,,,10,209073,157.89
,,,,11,209084,157.89
,,,,12,209096,157.89
,,,,10,209106,157.9
,,,,12,209118,157.9
,,,,12,209130,157.9
,,,,10,209140,157.9
,,,,9,209149,157.91
,,,,9,209158,157.91
,,,,12,209170,157.91
,,,,10,209180,157.91
,,,,11,209191,157.91
,,,,11,209202,157.92
,,,,10,209212,157.92
,,,,9,209221,157.92
,,,,10,209231,157.92
,,,,10,209241,157.92
,,,,10,209251,157.93
,,,,10,209261,157.93
,,,,10,209271,157.93
,,,,9,209280,157.93
,,,,10,209290,157.93
,,,,9,209299,157.94
,,,,10,209309,157.94
,,,,12,209321,157.94
,,,,11,209332,157.94
,,,,12,209344,157.95
,,,,10,209354,157.95
,,,,11,209365,157.95
,,,,11,209376,157.95
,,,,9,209385,157.95
,,,,11,209396,157.96
,,,,11,209407,157.96
,,,,12,209419,157.96
,,,,11,209430,157.96
,,,,11,209441,157.97
,,,,11,209452,157.97
,,,,9,209461,157.97
,,,,9,209470,157.97
,,,,10,209480,157.97
,,,,11,209491,157.98
,,,,10,209501,157.98
,,,,11,209512,157.98
,,,,10,209522,157.98
,,,,9,209531,157.98
,,,,9,209540,157.99
,,,,9,209549,157.99
,,,,11,209560,157.99
,,,,9,209569,157.99
,,,,11,209580,157.99
,,,,11,209591,158
,,,,12,209603,158
,,,,9,209612,158
,,,,10,209622,158
,,,,11,209633,158.01
,,,,9,209642,158.01
,,,,10,209652,158.01
,,,,12,209664,158.01
,,,,12,209676,158.01
,,,,11,209687,158.02
,,,,10,209697,158.02
,,,,10,209707,158.02
,,,,9,209716,158.02
,,,,9,209725,158.02
,,,,9,209734,158.03
,,,,9,209743,158.03
,,,,9,209752,158.03
,,,,10,209762,158.03
,,,,11,209773,158.03
,,,,10,209783,158.04
,,,,11,209794,158.04
,,,,9,209803,158.04
,,,,11,209814,158.04
,,,,12,209826,158.05
,,,,11,209837,158.05
,,,,10,209847,158.05
,,,,11,209858,158.05
,,,,12,209870,158.05
