episode,score,total_score,eval_score
932,183.00,49533.00,124.88
933,34.00,49567.00,124.89
934,41.00,49608.00,124.90
935,77.00,49685.00,124.92
936,311.00,49996.00,124.98
937,153.00,50149.00,125.01
938,500.00,50649.00,125.12
939,500.00,51149.00,125.22
940,98.00,51247.00,125.24
941,84.00,51331.00,125.26
942,176.00,51507.00,125.29
943,168.00,51675.00,125.33
944,92.00,51767.00,125.35
945,500.00,52267.00,125.45
946,500.00,52767.00,125.55
947,500.00,53267.00,125.66
948,82.00,53349.00,125.67
949,89.00,53438.00,125.69
950,70.00,53508.00,125.71
951,95.00,53603.00,125.73
952,17.00,53620.00,125.73
953,16.00,53636.00,125.73
954,23.00,53659.00,125.74
955,15.00,53674.00,125.74
956,15.00,53689.00,125.74
957,15.00,53704.00,125.75
958,11.00,53715.00,125.75
959,16.00,53731.00,125.75
960,16.00,53747.00,125.76
961,17.00,53764.00,125.76
962,14.00,53778.00,125.76
963,14.00,53792.00,125.77
964,17.00,53809.00,125.77
965,14.00,53823.00,125.77
966,22.00,53845.00,125.78
967,13.00,53858.00,125.78
968,23.00,53881.00,125.78
969,19.00,53900.00,125.79
970,17.00,53917.00,125.79
971,19.00,53936.00,125.80
972,20.00,53956.00,125.80
973,23.00,53979.00,125.80
974,36.00,54015.00,125.81
975,26.00,54041.00,125.82
976,82.00,54123.00,125.83
977,79.00,54202.00,125.85
978,82.00,54284.00,125.87
979,84.00,54368.00,125.88
980,77.00,54445.00,125.90
981,73.00,54518.00,125.92
982,78.00,54596.00,125.93
983,447.00,55043.00,126.02
984,16.00,55059.00,126.03
985,19.00,55078.00,126.03
986,19.00,55097.00,126.04
987,20.00,55117.00,126.04
988,16.00,55133.00,126.04
989,20.00,55153.00,126.05
990,14.00,55167.00,126.05
991,15.00,55182.00,126.05
992,15.00,55197.00,126.06
993,14.00,55211.00,126.06
994,13.00,55224.00,126.06
995,18.00,55242.00,126.07
996,16.00,55258.00,126.07
997,16.00,55274.00,126.07
998,16.00,55290.00,126.08
999,15.00,55305.00,126.08
1000,18.00,55323.00,126.08
1001,19.00,55342.00,126.09
1002,16.00,55358.00,126.09
1003,14.00,55372.00,126.09
1004,20.00,55392.00,126.10
1005,18.00,55410.00,126.10
1006,15.00,55425.00,126.10
1007,14.00,55439.00,126.11
1008,16.00,55455.00,126.11
1009,18.00,55473.00,126.11
1010,17.00,55490.00,126.12
1011,18.00,55508.00,126.12
1012,14.00,55522.00,126.12
1013,14.00,55536.00,126.13
1014,17.00,55553.00,126.13
1015,22.00,55575.00,126.13
1016,22.00,55597.00,126.14
1017,27.00,55624.00,126.14
1018,27.00,55651.00,126.15
1019,27.00,55678.00,126.16
1020,25.00,55703.00,126.16
1021,42.00,55745.00,126.17
1022,99.00,55844.00,126.19
1023,500.00,56344.00,126.29
1024,500.00,56844.00,126.40
1025,189.00,57033.00,126.44
1026,500.00,57533.00,126.54
1027,182.00,57715.00,126.58
1028,340.00,58055.00,126.65
1029,425.00,58480.00,126.74
1030,500.00,58980.00,126.84
1031,148.00,59128.00,126.87
1032,185.00,59313.00,126.91
1033,500.00,59813.00,127.01
1034,500.00,60313.00,127.11
1035,408.00,60721.00,127.20
1036,355.00,61076.00,127.27
1037,199.00,61275.00,127.31
1038,169.00,61444.00,127.35
1039,169.00,61613.00,127.38
1040,151.00,61764.00,127.41
1041,159.00,61923.00,127.45
1042,120.00,62043.00,127.47
1043,120.00,62163.00,127.50
1044,46.00,62209.00,127.51
1045,108.00,62317.00,127.53
1046,116.00,62433.00,127.55
1047,118.00,62551.00,127.58
1048,113.00,62664.00,127.60
1049,91.00,62755.00,127.62
1050,39.00,62794.00,127.63
1051,44.00,62838.00,127.64
1052,27.00,62865.00,127.64
1053,32.00,62897.00,127.65
1054,50.00,62947.00,127.66
1055,25.00,62972.00,127.66
1056,25.00,62997.00,127.67
1057,29.00,63026.00,127.68
1058,32.00,63058.00,127.68
1059,24.00,63082.00,127.69
1060,18.00,63100.00,127.69
1061,20.00,63120.00,127.70
1062,15.00,63135.00,127.70
1063,37.00,63172.00,127.71
1064,32.00,63204.00,127.71
1065,29.00,63233.00,127.72
1066,35.00,63268.00,127.73
1067,28.00,63296.00,127.73
1068,23.00,63319.00,127.74
1069,41.00,63360.00,127.74
1070,97.00,63457.00,127.76
1071,109.00,63566.00,127.79
1072,101.00,63667.00,127.81
1073,107.00,63774.00,127.83
1074,127.00,63901.00,127.86
1075,163.00,64064.00,127.89
1076,313.00,64377.00,127.96
1077,144.00,64521.00,127.98
1078,132.00,64653.00,128.01
1079,132.00,64785.00,128.04
1080,155.00,64940.00,128.07
1081,127.00,65067.00,128.10
1082,143.00,65210.00,128.13
1083,124.00,65334.00,128.15
1084,115.00,65449.00,128.18
1085,118.00,65567.00,128.20
1086,88.00,65655.00,128.22
1087,99.00,65754.00,128.24
1088,96.00,65850.00,128.26
1089,90.00,65940.00,128.28
1090,68.00,66008.00,128.29
1091,82.00,66090.00,128.31
1092,53.00,66143.00,128.32
1093,71.00,66214.00,128.34
1094,59.00,66273.00,128.35
1095,64.00,66337.00,128.36
1096,62.00,66399.00,128.37
1097,64.00,66463.00,128.39
1098,66.00,66529.00,128.40
1099,79.00,66608.00,128.42
1100,80.00,66688.00,128.43
1101,90.00,66778.00,128.45
1102,82.00,66860.00,128.47
1103,64.00,66924.00,128.48
1104,73.00,66997.00,128.50
1105,121.00,67118.00,128.52
1106,60.00,67178.00,128.53
1107,75.00,67253.00,128.55
1108,74.00,67327.00,128.57
1109,75.00,67402.00,128.58
1110,63.00,67465.00,128.59
1111,67.00,67532.00,128.61
1112,81.00,67613.00,128.62
1113,75.00,67688.00,128.64
1114,150.00,67838.00,128.67
1115,117.00,67955.00,128.70
1116,241.00,68196.00,128.75
1117,238.00,68434.00,128.79
1118,80.00,68514.00,128.81
1119,95.00,68609.00,128.83
1120,177.00,68786.00,128.87
1121,134.00,68920.00,128.90
1122,168.00,69088.00,128.93
1123,177.00,69265.00,128.97
1124,500.00,69765.00,129.07
1125,500.00,70265.00,129.17
1126,500.00,70765.00,129.28
1127,252.00,71017.00,129.33
1128,349.00,71366.00,129.40
1129,141.00,71507.00,129.43
1130,318.00,71825.00,129.50
1131,448.00,72273.00,129.59
1132,413.00,72686.00,129.67
1133,473.00,73159.00,129.77
1134,257.00,73416.00,129.83
1135,267.00,73683.00,129.88
1136,111.00,73794.00,129.90
1137,162.00,73956.00,129.94
1138,75.00,74031.00,129.95
1139,74.00,74105.00,129.97
1140,84.00,74189.00,129.99
1141,66.00,74255.00,130.00
1142,56.00,74311.00,130.01
1143,58.00,74369.00,130.02
1144,52.00,74421.00,130.03
1145,55.00,74476.00,130.04
1146,69.00,74545.00,130.06
1147,47.00,74592.00,130.07
1148,53.00,74645.00,130.08
1149,40.00,74685.00,130.09
1150,51.00,74736.00,130.10
1151,45.00,74781.00,130.11
1152,41.00,74822.00,130.12
1153,41.00,74863.00,130.12
1154,53.00,74916.00,130.14
1155,65.00,74981.00,130.15
1156,62.00,75043.00,130.16
1157,84.00,75127.00,130.18
1158,74.00,75201.00,130.19
1159,90.00,75291.00,130.21
1160,92.00,75383.00,130.23
1161,98.00,75481.00,130.25
1162,131.00,75612.00,130.28
1163,160.00,75772.00,130.31
1164,135.00,75907.00,130.34
1165,135.00,76042.00,130.37
1166,80.00,76122.00,130.39
1167,49.00,76171.00,130.40
1168,36.00,76207.00,130.40
1169,20.00,76227.00,130.41
1170,28.00,76255.00,130.41
1171,31.00,76286.00,130.42
1172,13.00,76299.00,130.42
1173,15.00,76314.00,130.42
1174,11.00,76325.00,130.43
1175,13.00,76338.00,130.43
1176,15.00,76353.00,130.43
1177,20.00,76373.00,130.44
1178,34.00,76407.00,130.44
1179,103.00,76510.00,130.47
1180,173.00,76683.00,130.50
1181,57.00,76740.00,130.51
1182,37.00,76777.00,130.52
1183,36.00,76813.00,130.53
1184,63.00,76876.00,130.54
1185,38.00,76914.00,130.55
1186,31.00,76945.00,130.56
1187,40.00,76985.00,130.56
1188,34.00,77019.00,130.57
1189,39.00,77058.00,130.58
1190,32.00,77090.00,130.59
1191,42.00,77132.00,130.59
1192,30.00,77162.00,130.60
1193,41.00,77203.00,130.61
1194,32.00,77235.00,130.62
1195,33.00,77268.00,130.62
1196,37.00,77305.00,130.63
1197,40.00,77345.00,130.64
1198,37.00,77382.00,130.65
1199,38.00,77420.00,130.65
1200,29.00,77449.00,130.66
1201,37.00,77486.00,130.67
1202,33.00,77519.00,130.67
1203,45.00,77564.00,130.68
1204,48.00,77612.00,130.69
1205,29.00,77641.00,130.70
1206,33.00,77674.00,130.71
1207,59.00,77733.00,130.72
1208,45.00,77778.00,130.73
1209,62.00,77840.00,130.74
1210,73.00,77913.00,130.76
1211,58.00,77971.00,130.77
1212,59.00,78030.00,130.78
1213,94.00,78124.00,130.80
1214,89.00,78213.00,130.82
1215,84.00,78297.00,130.83
1216,130.00,78427.00,130.86
1217,122.00,78549.00,130.89
1218,220.00,78769.00,130.93
1219,127.00,78896.00,130.96
1220,364.00,79260.00,131.03
1221,80.00,79340.00,131.05
1222,70.00,79410.00,131.07
1223,65.00,79475.00,131.08
1224,58.00,79533.00,131.09
1225,64.00,79597.00,131.10
1226,69.00,79666.00,131.12
1227,53.00,79719.00,131.13
1228,59.00,79778.00,131.14
1229,64.00,79842.00,131.15
1230,61.00,79903.00,131.17
1231,92.00,79995.00,131.19
1232,56.00,80051.00,131.20
1233,50.00,80101.00,131.21
1234,84.00,80185.00,131.23
1235,48.00,80233.00,131.24
1236,55.00,80288.00,131.25
1237,145.00,80433.00,131.28
1238,364.00,80797.00,131.35
1239,53.00,80850.00,131.36
1240,71.00,80921.00,131.38
1241,95.00,81016.00,131.40
1242,64.00,81080.00,131.41
1243,464.00,81544.00,131.51
1244,227.00,81771.00,131.55
1245,67.00,81838.00,131.57
1246,500.00,82338.00,131.67
1247,397.00,82735.00,131.75
1248,500.00,83235.00,131.86
1249,500.00,83735.00,131.96
1250,413.00,84148.00,132.05
1251,345.00,84493.00,132.12
1252,301.00,84794.00,132.18
1253,229.00,85023.00,132.23
1254,10.00,85033.00,132.23
1255,12.00,85045.00,132.23
1256,16.00,85061.00,132.23
1257,13.00,85074.00,132.24
1258,13.00,85087.00,132.24
1259,13.00,85100.00,132.24
1260,15.00,85115.00,132.25
1261,11.00,85126.00,132.25
1262,211.00,85337.00,132.29
1263,326.00,85663.00,132.36
1264,500.00,86163.00,132.46
1265,78.00,86241.00,132.48
1266,77.00,86318.00,132.49
1267,47.00,86365.00,132.50
1268,61.00,86426.00,132.52
1269,48.00,86474.00,132.53
1270,51.00,86525.00,132.54
1271,49.00,86574.00,132.55
1272,62.00,86636.00,132.56
1273,500.00,87136.00,132.66
1274,500.00,87636.00,132.77
1275,500.00,88136.00,132.87
1276,500.00,88636.00,132.97
1277,500.00,89136.00,133.08
1278,500.00,89636.00,133.18
1279,482.00,90118.00,133.28
1280,273.00,90391.00,133.34
1281,24.00,90415.00,133.34
1282,192.00,90607.00,133.38
1283,15.00,90622.00,133.38
1284,14.00,90636.00,133.39
1285,16.00,90652.00,133.39
1286,16.00,90668.00,133.39
1287,13.00,90681.00,133.40
1288,12.00,90693.00,133.40
1289,11.00,90704.00,133.40
1290,14.00,90718.00,133.40
1291,13.00,90731.00,133.41
1292,16.00,90747.00,133.41
1293,15.00,90762.00,133.41
1294,274.00,91036.00,133.47
1295,500.00,91536.00,133.57
1296,84.00,91620.00,133.59
1297,106.00,91726.00,133.61
1298,96.00,91822.00,133.63
1299,102.00,91924.00,133.65
1300,107.00,92031.00,133.68
1301,130.00,92161.00,133.70
1302,500.00,92661.00,133.81
1303,500.00,93161.00,133.91
1304,500.00,93661.00,134.01
1305,500.00,94161.00,134.12
1306,500.00,94661.00,134.22
1307,500.00,95161.00,134.32
1308,500.00,95661.00,134.43
1309,500.00,96161.00,134.53
1310,500.00,96661.00,134.63
1311,500.00,97161.00,134.74
1312,500.00,97661.00,134.84
1313,500.00,98161.00,134.94
1314,500.00,98661.00,135.05
1315,500.00,99161.00,135.15
1316,500.00,99661.00,135.25
1317,500.00,100161.00,135.36
1318,434.00,100595.00,135.45
1319,314.00,100909.00,135.51
1320,285.00,101194.00,135.57
1321,250.00,101444.00,135.62
1322,193.00,101637.00,135.66
1323,156.00,101793.00,135.70
1324,13.00,101806.00,135.70
1325,11.00,101817.00,135.70
1326,13.00,101830.00,135.70
1327,12.00,101842.00,135.71
1328,11.00,101853.00,135.71
1329,9.00,101862.00,135.71
1330,12.00,101874.00,135.71
1331,11.00,101885.00,135.71
1332,11.00,101896.00,135.72
1333,11.00,101907.00,135.72
1334,10.00,101917.00,135.72
1335,11.00,101928.00,135.72
1336,10.00,101938.00,135.73
1337,13.00,101951.00,135.73
1338,11.00,101962.00,135.73
1339,16.00,101978.00,135.73
1340,500.00,102478.00,135.84
1341,232.00,102710.00,135.89
1342,10.00,102720.00,135.89
1343,9.00,102729.00,135.89
1344,10.00,102739.00,135.89
1345,10.00,102749.00,135.89
1346,9.00,102758.00,135.90
1347,10.00,102768.00,135.90
1348,9.00,102777.00,135.90
1349,11.00,102788.00,135.90
1350,10.00,102798.00,135.90
1351,10.00,102808.00,135.91
1352,10.00,102818.00,135.91
1353,9.00,102827.00,135.91
1354,10.00,102837.00,135.91
1355,10.00,102847.00,135.91
1356,10.00,102857.00,135.92
1357,10.00,102867.00,135.92
1358,12.00,102879.00,135.92
1359,10.00,102889.00,135.92
1360,11.00,102900.00,135.92
1361,12.00,102912.00,135.93
1362,11.00,102923.00,135.93
1363,500.00,103423.00,136.03
1364,168.00,103591.00,136.07
1365,159.00,103750.00,136.10
1366,191.00,103941.00,136.14
1367,279.00,104220.00,136.20
1368,298.00,104518.00,136.26
1369,334.00,104852.00,136.33
1370,306.00,105158.00,136.39
1371,276.00,105434.00,136.45
1372,232.00,105666.00,136.50
1373,216.00,105882.00,136.54
1374,202.00,106084.00,136.58
1375,206.00,106290.00,136.63
1376,171.00,106461.00,136.66
1377,153.00,106614.00,136.69
1378,133.00,106747.00,136.72
1379,125.00,106872.00,136.75
1380,21.00,106893.00,136.75
1381,103.00,106996.00,136.77
1382,14.00,107010.00,136.78
1383,19.00,107029.00,136.78
1384,24.00,107053.00,136.78
1385,22.00,107075.00,136.79
1386,18.00,107093.00,136.79
1387,22.00,107115.00,136.80
1388,95.00,107210.00,136.82
1389,117.00,107327.00,136.84
1390,120.00,107447.00,136.87
1391,134.00,107581.00,136.89
1392,129.00,107710.00,136.92
1393,138.00,107848.00,136.95
1394,148.00,107996.00,136.98
1395,133.00,108129.00,137.01
1396,132.00,108261.00,137.03
1397,117.00,108378.00,137.06
1398,90.00,108468.00,137.08
1399,81.00,108549.00,137.09
1400,114.00,108663.00,137.12
1401,86.00,108749.00,137.13
1402,115.00,108864.00,137.16
1403,93.00,108957.00,137.18
1404,110.00,109067.00,137.20
1405,138.00,109205.00,137.23
1406,115.00,109320.00,137.25
1407,167.00,109487.00,137.29
1408,85.00,109572.00,137.31
1409,80.00,109652.00,137.32
1410,95.00,109747.00,137.34
1411,90.00,109837.00,137.36
1412,132.00,109969.00,137.39
1413,138.00,110107.00,137.42
1414,191.00,110298.00,137.46
1415,87.00,110385.00,137.47
1416,103.00,110488.00,137.49
1417,130.00,110618.00,137.52
1418,111.00,110729.00,137.54
1419,75.00,110804.00,137.56
1420,93.00,110897.00,137.58
1421,89.00,110986.00,137.60
1422,111.00,111097.00,137.62
1423,80.00,111177.00,137.64
1424,101.00,111278.00,137.66
1425,98.00,111376.00,137.68
1426,159.00,111535.00,137.71
1427,77.00,111612.00,137.73
1428,76.00,111688.00,137.74
1429,70.00,111758.00,137.76
1430,132.00,111890.00,137.78
1431,95.00,111985.00,137.80
1432,88.00,112073.00,137.82
1433,133.00,112206.00,137.85
1434,93.00,112299.00,137.87
1435,91.00,112390.00,137.89
1436,144.00,112534.00,137.92
1437,116.00,112650.00,137.94
1438,100.00,112750.00,137.96
1439,109.00,112859.00,137.99
1440,105.00,112964.00,138.01
1441,84.00,113048.00,138.02
1442,120.00,113168.00,138.05
1443,109.00,113277.00,138.07
1444,132.00,113409.00,138.10
1445,94.00,113503.00,138.12
1446,85.00,113588.00,138.14
1447,94.00,113682.00,138.16
1448,98.00,113780.00,138.18
1449,128.00,113908.00,138.20
1450,86.00,113994.00,138.22
1451,102.00,114096.00,138.24
1452,89.00,114185.00,138.26
1453,96.00,114281.00,138.28
1454,147.00,114428.00,138.31
1455,67.00,114495.00,138.32
1456,111.00,114606.00,138.35
1457,88.00,114694.00,138.36
1458,68.00,114762.00,138.38
1459,116.00,114878.00,138.40
1460,122.00,115000.00,138.43
1461,78.00,115078.00,138.44
1462,126.00,115204.00,138.47
1463,85.00,115289.00,138.49
1464,93.00,115382.00,138.51
1465,103.00,115485.00,138.53
1466,120.00,115605.00,138.55
1467,107.00,115712.00,138.58
1468,124.00,115836.00,138.60
1469,92.00,115928.00,138.62
1470,101.00,116029.00,138.64
1471,114.00,116143.00,138.66
1472,107.00,116250.00,138.69
1473,103.00,116353.00,138.71
1474,95.00,116448.00,138.73
1475,100.00,116548.00,138.75
1476,153.00,116701.00,138.78
1477,94.00,116795.00,138.80
1478,97.00,116892.00,138.82
1479,232.00,117124.00,138.87
1480,282.00,117406.00,138.93
1481,133.00,117539.00,138.95
1482,185.00,117724.00,138.99
1483,197.00,117921.00,139.03
1484,106.00,118027.00,139.05
1485,339.00,118366.00,139.12
1486,108.00,118474.00,139.15
1487,208.00,118682.00,139.19
1488,148.00,118830.00,139.22
1489,500.00,119330.00,139.32
1490,415.00,119745.00,139.41
1491,500.00,120245.00,139.51
1492,500.00,120745.00,139.62
1493,211.00,120956.00,139.66
1494,500.00,121456.00,139.76
1495,500.00,121956.00,139.87
1496,500.00,122456.00,139.97
1497,500.00,122956.00,140.07
1498,500.00,123456.00,140.18
1499,224.00,123680.00,140.22
1500,102.00,123782.00,140.24
1501,116.00,123898.00,140.27
1502,81.00,123979.00,140.29
1503,120.00,124099.00,140.31
1504,500.00,124599.00,140.41
1505,500.00,125099.00,140.52
1506,493.00,125592.00,140.62
1507,500.00,126092.00,140.72
1508,500.00,126592.00,140.83
1509,500.00,127092.00,140.93
1510,500.00,127592.00,141.03
1511,500.00,128092.00,141.14
1512,500.00,128592.00,141.24
1513,500.00,129092.00,141.34
1514,500.00,129592.00,141.45
1515,199.00,129791.00,141.49
1516,500.00,130291.00,141.59
1517,500.00,130791.00,141.69
1518,500.00,131291.00,141.80
1519,500.00,131791.00,141.90
1520,500.00,132291.00,142.01
1521,500.00,132791.00,142.11
1522,500.00,133291.00,142.21
1523,500.00,133791.00,142.32
1524,500.00,134291.00,142.42
1525,500.00,134791.00,142.52
1526,500.00,135291.00,142.63
1527,500.00,135791.00,142.73
1528,500.00,136291.00,142.83
1529,500.00,136791.00,142.94
1530,500.00,137291.00,143.04
1531,500.00,137791.00,143.14
1532,500.00,138291.00,143.25
1533,327.00,138618.00,143.31
1534,193.00,138811.00,143.35
1535,10.00,138821.00,143.36
1536,174.00,138995.00,143.39
1537,500.00,139495.00,143.50
1538,79.00,139574.00,143.51
1539,50.00,139624.00,143.52
1540,17.00,139641.00,143.53
1541,20.00,139661.00,143.53
1542,21.00,139682.00,143.53
1543,18.00,139700.00,143.54
1544,18.00,139718.00,143.54
1545,11.00,139729.00,143.54
1546,9.00,139738.00,143.55
1547,10.00,139748.00,143.55
1548,10.00,139758.00,143.55
1549,10.00,139768.00,143.55
1550,10.00,139778.00,143.55
1551,11.00,139789.00,143.56
1552,10.00,139799.00,143.56
1553,9.00,139808.00,143.56
1554,9.00,139817.00,143.56
1555,11.00,139828.00,143.56
1556,9.00,139837.00,143.57
1557,11.00,139848.00,143.57
1558,15.00,139863.00,143.57
1559,23.00,139886.00,143.58
1560,100.00,139986.00,143.60
1561,303.00,140289.00,143.66
1562,182.00,140471.00,143.70
1563,165.00,140636.00,143.73
1564,153.00,140789.00,143.76
1565,14.00,140803.00,143.77
1566,11.00,140814.00,143.77
1567,140.00,140954.00,143.80
1568,13.00,140967.00,143.80
1569,15.00,140982.00,143.80
1570,139.00,141121.00,143.83
1571,165.00,141286.00,143.87
1572,214.00,141500.00,143.91
1573,291.00,141791.00,143.97
1574,280.00,142071.00,144.03
1575,252.00,142323.00,144.08
1576,237.00,142560.00,144.13
1577,240.00,142800.00,144.18
1578,233.00,143033.00,144.23
1579,244.00,143277.00,144.28
1580,223.00,143500.00,144.32
1581,227.00,143727.00,144.37
1582,221.00,143948.00,144.42
1583,217.00,144165.00,144.46
1584,219.00,144384.00,144.51
1585,210.00,144594.00,144.55
1586,212.00,144806.00,144.59
1587,208.00,145014.00,144.64
1588,193.00,145207.00,144.68
1589,222.00,145429.00,144.72
1590,192.00,145621.00,144.76
1591,202.00,145823.00,144.80
1592,209.00,146032.00,144.85
1593,201.00,146233.00,144.89
1594,238.00,146471.00,144.94
1595,196.00,146667.00,144.98
1596,225.00,146892.00,145.03
1597,260.00,147152.00,145.08
1598,216.00,147368.00,145.12
1599,277.00,147645.00,145.18
1600,208.00,147853.00,145.22
1601,208.00,148061.00,145.27
1602,233.00,148294.00,145.32
1603,267.00,148561.00,145.37
1604,293.00,148854.00,145.43
1605,279.00,149133.00,145.49
1606,343.00,149476.00,145.56
1607,245.00,149721.00,145.61
1608,271.00,149992.00,145.67
1609,233.00,150225.00,145.72
1610,311.00,150536.00,145.78
1611,338.00,150874.00,145.85
1612,356.00,151230.00,145.92
1613,431.00,151661.00,146.01
1614,289.00,151950.00,146.07
1615,435.00,152385.00,146.16
1616,369.00,152754.00,146.24
1617,447.00,153201.00,146.33
1618,431.00,153632.00,146.42
1619,500.00,154132.00,146.52
1620,500.00,154632.00,146.63
1621,290.00,154922.00,146.69
1622,500.00,155422.00,146.79
1623,341.00,155763.00,146.86
1624,304.00,156067.00,146.92
1625,500.00,156567.00,147.03
1626,477.00,157044.00,147.13
1627,500.00,157544.00,147.23
1628,426.00,157970.00,147.32
1629,265.00,158235.00,147.37
1630,263.00,158498.00,147.43
1631,500.00,158998.00,147.53
1632,294.00,159292.00,147.59
1633,306.00,159598.00,147.65
1634,500.00,160098.00,147.76
1635,500.00,160598.00,147.86
1636,299.00,160897.00,147.92
1637,500.00,161397.00,148.03
1638,500.00,161897.00,148.13
1639,303.00,162200.00,148.19
1640,386.00,162586.00,148.27
1641,375.00,162961.00,148.35
1642,288.00,163249.00,148.41
1643,500.00,163749.00,148.51
1644,500.00,164249.00,148.62
1645,309.00,164558.00,148.68
1646,348.00,164906.00,148.75
1647,369.00,165275.00,148.83
1648,10.00,165285.00,148.83
1649,9.00,165294.00,148.83
1650,10.00,165304.00,148.84
1651,8.00,165312.00,148.84
1652,10.00,165322.00,148.84
1653,10.00,165332.00,148.84
1654,9.00,165341.00,148.84
1655,10.00,165351.00,148.84
1656,10.00,165361.00,148.85
1657,10.00,165371.00,148.85
1658,9.00,165380.00,148.85
1659,9.00,165389.00,148.85
1660,11.00,165400.00,148.85
1661,10.00,165410.00,148.86
1662,10.00,165420.00,148.86
1663,241.00,165661.00,148.91
1664,267.00,165928.00,148.96
1665,208.00,166136.00,149.01
1666,177.00,166313.00,149.04
1667,159.00,166472.00,149.08
1668,10.00,166482.00,149.08
1669,9.00,166491.00,149.08
1670,10.00,166501.00,149.08
1671,9.00,166510.00,149.08
1672,9.00,166519.00,149.09
1673,9.00,166528.00,149.09
1674,9.00,166537.00,149.09
1675,9.00,166546.00,149.09
1676,10.00,166556.00,149.09
1677,11.00,166567.00,149.10
1678,10.00,166577.00,149.10
1679,10.00,166587.00,149.10
1680,10.00,166597.00,149.10
1681,9.00,166606.00,149.10
1682,9.00,166615.00,149.11
1683,10.00,166625.00,149.11
1684,10.00,166635.00,149.11
1685,9.00,166644.00,149.11
1686,11.00,166655.00,149.11
1687,9.00,166664.00,149.12
1688,10.00,166674.00,149.12
1689,10.00,166684.00,149.12
1690,10.00,166694.00,149.12
1691,9.00,166703.00,149.12
1692,10.00,166713.00,149.13
1693,9.00,166722.00,149.13
1694,10.00,166732.00,149.13
1695,11.00,166743.00,149.13
1696,11.00,166754.00,149.14
1697,161.00,166915.00,149.17
1698,222.00,167137.00,149.21
1699,468.00,167605.00,149.31
1700,158.00,167763.00,149.34
1701,170.00,167933.00,149.38
1702,174.00,168107.00,149.41
1703,175.00,168282.00,149.45
1704,189.00,168471.00,149.49
1705,194.00,168665.00,149.53
1706,215.00,168880.00,149.57
1707,254.00,169134.00,149.63
1708,327.00,169461.00,149.70
1709,362.00,169823.00,149.77
1710,500.00,170323.00,149.87
1711,347.00,170670.00,149.95
1712,417.00,171087.00,150.03
1713,434.00,171521.00,150.12
1714,500.00,172021.00,150.22
1715,500.00,172521.00,150.33
1716,437.00,172958.00,150.42
1717,296.00,173254.00,150.48
1718,355.00,173609.00,150.55
1719,342.00,173951.00,150.62
1720,351.00,174302.00,150.70
1721,380.00,174682.00,150.78
1722,315.00,174997.00,150.84
1723,287.00,175284.00,150.90
1724,256.00,175540.00,150.95
1725,288.00,175828.00,151.01
1726,248.00,176076.00,151.06
1727,288.00,176364.00,151.12
1728,282.00,176646.00,151.18
1729,285.00,176931.00,151.24
1730,314.00,177245.00,151.31
1731,299.00,177544.00,151.37
1732,264.00,177808.00,151.42
1733,314.00,178122.00,151.49
1734,318.00,178440.00,151.55
1735,282.00,178722.00,151.61
1736,334.00,179056.00,151.68
1737,288.00,179344.00,151.74
1738,328.00,179672.00,151.81
1739,293.00,179965.00,151.87
1740,294.00,180259.00,151.93
1741,443.00,180702.00,152.02
1742,295.00,180997.00,152.08
1743,331.00,181328.00,152.15
1744,402.00,181730.00,152.23
1745,326.00,182056.00,152.30
1746,372.00,182428.00,152.38
1747,287.00,182715.00,152.44
1748,427.00,183142.00,152.53
1749,477.00,183619.00,152.62
1750,421.00,184040.00,152.71
1751,331.00,184371.00,152.78
1752,500.00,184871.00,152.88
1753,262.00,185133.00,152.94
1754,475.00,185608.00,153.04
1755,500.00,186108.00,153.14
1756,346.00,186454.00,153.21
1757,295.00,186749.00,153.27
1758,311.00,187060.00,153.34
1759,379.00,187439.00,153.41
1760,275.00,187714.00,153.47
1761,312.00,188026.00,153.54
1762,411.00,188437.00,153.62
1763,500.00,188937.00,153.72
1764,285.00,189222.00,153.78
1765,348.00,189570.00,153.86
1766,360.00,189930.00,153.93
1767,437.00,190367.00,154.02
1768,269.00,190636.00,154.08
1769,500.00,191136.00,154.18
1770,250.00,191386.00,154.23
1771,318.00,191704.00,154.30
1772,374.00,192078.00,154.37
1773,500.00,192578.00,154.48
1774,402.00,192980.00,154.56
1775,361.00,193341.00,154.64
1776,500.00,193841.00,154.74
1777,383.00,194224.00,154.82
1778,282.00,194506.00,154.88
1779,301.00,194807.00,154.94
1780,475.00,195282.00,155.04
1781,500.00,195782.00,155.14
1782,386.00,196168.00,155.22
1783,293.00,196461.00,155.28
1784,397.00,196858.00,155.36
1785,362.00,197220.00,155.44
1786,500.00,197720.00,155.54
1787,371.00,198091.00,155.62
1788,292.00,198383.00,155.68
1789,275.00,198658.00,155.74
1790,314.00,198972.00,155.80
1791,369.00,199341.00,155.88
1792,500.00,199841.00,155.98
1793,500.00,200341.00,156.08
1794,266.00,200607.00,156.14
1795,467.00,201074.00,156.24
1796,302.00,201376.00,156.30
1797,384.00,201760.00,156.38
1798,304.00,202064.00,156.44
1799,500.00,202564.00,156.54
1800,415.00,202979.00,156.63
1801,393.00,203372.00,156.71
1802,500.00,203872.00,156.81
1803,500.00,204372.00,156.92
1804,500.00,204872.00,157.02
1805,500.00,205372.00,157.12
1806,500.00,205872.00,157.23
1807,500.00,206372.00,157.33
1808,362.00,206734.00,157.41
1809,500.00,207234.00,157.51
